datetime,temperature,lighting,humidity,pressure
2049-01-02 00:00:00,-18.0,-1.0,0.75,787.27
2049-01-02 00:30:00,-17.99,-1.0,0.75,787.26
2049-01-02 01:00:00,-17.96,-1.0,0.77,788.18
2049-01-02 01:30:00,-17.92,-1.0,0.69,784.23
2049-01-02 02:00:00,-17.86,-0.99,0.7,784.62
2049-01-02 02:30:00,-17.78,-0.98,0.78,788.37
2049-01-02 03:00:00,-17.69,-0.95,0.72,785.31
2049-01-02 03:30:00,-17.59,-0.92,0.77,787.57
2049-01-02 04:00:00,-17.48,-0.87,0.72,784.97
2049-01-02 04:30:00,-17.35,-0.79,0.73,785.24
2049-01-02 05:00:00,-17.23,-0.7,0.73,785.05
2049-01-02 05:30:00,-17.09,-0.59,0.79,787.73
2049-01-02 06:00:00,-16.96,-0.47,0.77,786.54
2049-01-02 06:30:00,-16.83,-0.32,0.8,787.79
2049-01-02 07:00:00,-16.7,-0.16,0.73,784.18
2049-01-02 07:30:00,-16.57,0.01,0.79,786.88
2049-01-02 08:00:00,-16.46,0.18,0.81,787.67
2049-01-02 08:30:00,-16.35,0.35,0.79,786.52
2049-01-02 09:00:00,-16.25,0.52,0.74,783.93
2049-01-02 09:30:00,-16.17,0.66,0.78,785.74
2049-01-02 10:00:00,-16.1,0.79,0.79,786.11
2049-01-02 10:30:00,-16.05,0.89,0.81,787.0
2049-01-02 11:00:00,-16.01,0.96,0.75,784.02
2049-01-02 11:30:00,-15.99,1.0,0.8,786.42
2049-01-02 12:00:00,-15.99,1.0,0.71,782.05
2049-01-02 12:30:00,-16.01,0.96,0.71,782.08
2049-01-02 13:00:00,-16.05,0.89,0.76,784.57
2049-01-02 13:30:00,-16.1,0.79,0.78,785.63
2049-01-02 14:00:00,-16.17,0.66,0.7,781.86
2049-01-02 14:30:00,-16.25,0.52,0.78,785.87
2049-01-02 15:00:00,-16.35,0.35,0.72,783.12
2049-01-02 15:30:00,-16.45,0.18,0.74,784.26
2049-01-02 16:00:00,-16.57,0.01,0.77,785.91
2049-01-02 16:30:00,-16.69,-0.16,0.79,787.07
2049-01-02 17:00:00,-16.82,-0.32,0.76,785.83
2049-01-02 17:30:00,-16.96,-0.47,0.76,786.06
2049-01-02 18:00:00,-17.09,-0.59,0.78,787.24
2049-01-02 18:30:00,-17.22,-0.7,0.78,787.45
2049-01-02 19:00:00,-17.35,-0.79,0.76,786.7
2049-01-02 19:30:00,-17.47,-0.86,0.75,786.41
2049-01-02 20:00:00,-17.58,-0.92,0.71,784.65
2049-01-02 20:30:00,-17.68,-0.95,0.83,790.63
2049-01-02 21:00:00,-17.77,-0.98,0.8,789.32
2049-01-02 21:30:00,-17.85,-0.99,0.74,786.54
2049-01-02 22:00:00,-17.91,-1.0,0.74,786.64
2049-01-02 22:30:00,-17.95,-1.0,0.8,789.62
2049-01-02 23:00:00,-17.98,-1.0,0.66,782.88
2049-01-02 23:30:00,-17.99,-1.0,0.74,786.77
2049-01-03 00:00:00,-17.99,-1.0,0.72,785.8
2049-01-03 00:30:00,-17.98,-1.0,0.74,786.76
2049-01-03 01:00:00,-17.95,-1.0,0.77,788.16
2049-01-03 01:30:00,-17.91,-1.0,0.72,785.67
2049-01-03 02:00:00,-17.85,-0.99,0.74,786.54
2049-01-03 02:30:00,-17.77,-0.98,0.73,785.93
2049-01-03 03:00:00,-17.68,-0.95,0.72,785.3
2049-01-03 03:30:00,-17.58,-0.92,0.76,787.07
2049-01-03 04:00:00,-17.46,-0.86,0.75,786.39
2049-01-03 04:30:00,-17.34,-0.79,0.7,783.77
2049-01-03 05:00:00,-17.21,-0.7,0.73,785.01
2049-01-03 05:30:00,-17.08,-0.59,0.69,782.86
2049-01-03 06:00:00,-16.95,-0.47,0.75,785.56
2049-01-03 06:30:00,-16.82,-0.32,0.71,783.41
2049-01-03 07:00:00,-16.69,-0.16,0.74,784.65
2049-01-03 07:30:00,-16.56,0.01,0.73,783.95
2049-01-03 08:00:00,-16.44,0.18,0.72,783.27
2049-01-03 08:30:00,-16.34,0.35,0.74,784.08
2049-01-03 09:00:00,-16.24,0.52,0.77,785.37
2049-01-03 09:30:00,-16.16,0.66,0.75,784.27
2049-01-03 10:00:00,-16.09,0.79,0.81,787.06
2049-01-03 10:30:00,-16.03,0.89,0.76,784.54
2049-01-03 11:00:00,-16.0,0.96,0.73,783.04
2049-01-03 11:30:00,-15.98,1.0,0.77,784.94
2049-01-03 12:00:00,-15.98,1.0,0.76,784.46
2049-01-03 12:30:00,-16.0,0.96,0.74,783.52
2049-01-03 13:00:00,-16.03,0.89,0.76,784.54
2049-01-03 13:30:00,-16.08,0.79,0.8,786.56
2049-01-03 14:00:00,-16.15,0.66,0.64,778.92
2049-01-03 14:30:00,-16.23,0.52,0.77,785.35
2049-01-03 15:00:00,-16.33,0.35,0.76,785.03
2049-01-03 15:30:00,-16.44,0.18,0.77,785.7
2049-01-03 16:00:00,-16.55,0.01,0.73,783.94
2049-01-03 16:30:00,-16.68,-0.16,0.68,781.72
2049-01-03 17:00:00,-16.81,-0.32,0.77,786.3
2049-01-03 17:30:00,-16.94,-0.47,0.7,783.12
2049-01-03 18:00:00,-17.07,-0.59,0.76,786.24
2049-01-03 18:30:00,-17.21,-0.7,0.81,788.89
2049-01-03 19:00:00,-17.33,-0.79,0.72,784.72
2049-01-03 19:30:00,-17.45,-0.86,0.73,785.41
2049-01-03 20:00:00,-17.57,-0.92,0.68,783.18
2049-01-03 20:30:00,-17.67,-0.95,0.74,786.25
2049-01-03 21:00:00,-17.76,-0.98,0.73,785.91
2049-01-03 21:30:00,-17.83,-0.99,0.74,786.51
2049-01-03 22:00:00,-17.89,-1.0,0.73,786.12
2049-01-03 22:30:00,-17.93,-1.0,0.79,789.1
2049-01-03 23:00:00,-17.96,-1.0,0.77,788.18
2049-01-03 23:30:00,-17.97,-1.0,0.74,786.74
2049-01-04 00:00:00,-17.97,-1.0,0.78,788.68
2049-01-04 00:30:00,-17.96,-1.0,0.75,787.21
2049-01-04 01:00:00,-17.93,-1.0,0.73,786.19
2049-01-04 01:30:00,-17.89,-1.0,0.75,787.09
2049-01-04 02:00:00,-17.83,-0.99,0.73,786.03
2049-01-04 02:30:00,-17.75,-0.98,0.77,787.83
2049-01-04 03:00:00,-17.66,-0.95,0.68,783.32
2049-01-04 03:30:00,-17.56,-0.92,0.73,785.58
2049-01-04 04:00:00,-17.45,-0.86,0.71,784.44
2049-01-04 04:30:00,-17.32,-0.79,0.79,788.1
2049-01-04 05:00:00,-17.2,-0.7,0.76,786.45
2049-01-04 05:30:00,-17.06,-0.59,0.73,784.77
2049-01-04 06:00:00,-16.93,-0.47,0.73,784.56
2049-01-04 06:30:00,-16.8,-0.32,0.79,787.25
2049-01-04 07:00:00,-16.67,-0.16,0.81,788.01
2049-01-04 07:30:00,-16.54,0.01,0.78,786.34
2049-01-04 08:00:00,-16.42,0.18,0.81,787.6
2049-01-04 08:30:00,-16.32,0.35,0.73,783.56
2049-01-04 09:00:00,-16.22,0.52,0.74,783.88
2049-01-04 09:30:00,-16.14,0.66,0.79,786.18
2049-01-04 10:00:00,-16.07,0.79,0.78,785.58
2049-01-04 10:30:00,-16.01,0.89,0.73,783.05
2049-01-04 11:00:00,-15.98,0.96,0.77,784.94
2049-01-04 11:30:00,-15.96,1.0,0.71,782.0
2049-01-04 12:00:00,-15.96,1.0,0.75,783.94
2049-01-04 12:30:00,-15.98,0.96,0.75,783.97
2049-01-04 13:00:00,-16.01,0.89,0.72,782.57
2049-01-04 13:30:00,-16.06,0.79,0.74,783.62
2049-01-04 14:00:00,-16.13,0.66,0.78,785.67
2049-01-04 14:30:00,-16.21,0.52,0.82,787.74
2049-01-04 15:00:00,-16.31,0.35,0.72,783.06
2049-01-04 15:30:00,-16.42,0.18,0.73,783.72
2049-01-04 16:00:00,-16.53,0.01,0.79,786.81
2049-01-04 16:30:00,-16.66,-0.16,0.71,783.15
2049-01-04 17:00:00,-16.79,-0.32,0.74,784.81
2049-01-04 17:30:00,-16.92,-0.46,0.73,784.54
2049-01-04 18:00:00,-17.05,-0.59,0.64,780.39
2049-01-04 18:30:00,-17.18,-0.7,0.77,786.9
2049-01-04 19:00:00,-17.31,-0.79,0.74,785.66
2049-01-04 19:30:00,-17.43,-0.86,0.76,786.83
2049-01-04 20:00:00,-17.54,-0.92,0.8,788.95
2049-01-04 20:30:00,-17.64,-0.95,0.68,783.29
2049-01-04 21:00:00,-17.73,-0.98,0.79,788.77
2049-01-04 21:30:00,-17.81,-0.99,0.66,782.6
2049-01-04 22:00:00,-17.87,-1.0,0.82,790.45
2049-01-04 22:30:00,-17.91,-1.0,0.78,788.58
2049-01-04 23:00:00,-17.94,-1.0,0.7,784.75
2049-01-04 23:30:00,-17.94,-1.0,0.73,786.21
2049-01-05 00:00:00,-17.94,-1.0,0.75,787.17
2049-01-05 00:30:00,-17.93,-1.0,0.82,790.55
2049-01-05 01:00:00,-17.91,-1.0,0.71,785.19
2049-01-05 01:30:00,-17.86,-1.0,0.77,788.01
2049-01-05 02:00:00,-17.8,-0.99,0.69,784.04
2049-01-05 02:30:00,-17.73,-0.98,0.75,786.83
2049-01-05 03:00:00,-17.64,-0.95,0.72,785.23
2049-01-05 03:30:00,-17.53,-0.92,0.76,786.99
2049-01-05 04:00:00,-17.42,-0.86,0.72,784.87
2049-01-05 04:30:00,-17.3,-0.79,0.69,783.22
2049-01-05 05:00:00,-17.17,-0.7,0.78,787.37
2049-01-05 05:30:00,-17.04,-0.59,0.72,784.25
2049-01-05 06:00:00,-16.9,-0.46,0.76,785.96
2049-01-05 06:30:00,-16.77,-0.32,0.76,785.75
2049-01-05 07:00:00,-16.64,-0.16,0.74,784.57
2049-01-05 07:30:00,-16.51,0.01,0.78,786.29
2049-01-05 08:00:00,-16.4,0.18,0.74,784.18
2049-01-05 08:30:00,-16.29,0.35,0.72,783.03
2049-01-05 09:00:00,-16.19,0.52,0.77,785.29
2049-01-05 09:30:00,-16.11,0.66,0.79,786.13
2049-01-05 10:00:00,-16.04,0.79,0.78,785.53
2049-01-05 10:30:00,-15.99,0.89,0.71,782.05
2049-01-05 11:00:00,-15.95,0.96,0.72,782.47
2049-01-05 11:30:00,-15.93,1.0,0.75,783.89
2049-01-05 12:00:00,-15.93,1.0,0.77,784.86
2049-01-05 12:30:00,-15.95,0.96,0.78,785.38
2049-01-05 13:00:00,-15.98,0.89,0.78,785.43
2049-01-05 13:30:00,-16.04,0.79,0.73,783.1
2049-01-05 14:00:00,-16.1,0.66,0.81,787.08
2049-01-05 14:30:00,-16.18,0.52,0.75,784.3
2049-01-05 15:00:00,-16.28,0.35,0.7,782.04
2049-01-05 15:30:00,-16.39,0.18,0.76,785.13
2049-01-05 16:00:00,-16.5,0.01,0.75,784.82
2049-01-05 16:30:00,-16.63,-0.16,0.81,787.95
2049-01-05 17:00:00,-16.76,-0.32,0.8,787.67
2049-01-05 17:30:00,-16.89,-0.46,0.77,786.43
2049-01-05 18:00:00,-17.02,-0.59,0.8,788.1
2049-01-05 18:30:00,-17.15,-0.7,0.66,781.52
2049-01-05 19:00:00,-17.28,-0.79,0.75,786.1
2049-01-05 19:30:00,-17.4,-0.86,0.75,786.29
2049-01-05 20:00:00,-17.51,-0.92,0.76,786.96
2049-01-05 20:30:00,-17.61,-0.95,0.82,790.03
2049-01-05 21:00:00,-17.7,-0.98,0.81,789.69
2049-01-05 21:30:00,-17.78,-0.99,0.71,784.97
2049-01-05 22:00:00,-17.84,-1.0,0.74,786.53
2049-01-05 22:30:00,-17.88,-1.0,0.75,787.08
2049-01-05 23:00:00,-17.91,-1.0,0.73,786.16
2049-01-05 23:30:00,-17.91,-1.0,0.7,784.7
2049-01-06 00:00:00,-17.91,-1.0,0.74,786.64
2049-01-06 00:30:00,-17.9,-1.0,0.72,785.65
2049-01-06 01:00:00,-17.88,-1.0,0.77,788.05
2049-01-06 01:30:00,-17.83,-1.0,0.69,784.09
2049-01-06 02:00:00,-17.77,-0.99,0.73,785.93
2049-01-06 02:30:00,-17.69,-0.98,0.85,791.62
2049-01-06 03:00:00,-17.6,-0.95,0.8,789.04
2049-01-06 03:30:00,-17.5,-0.92,0.71,784.52
2049-01-06 04:00:00,-17.39,-0.86,0.7,783.85
2049-01-06 04:30:00,-17.27,-0.79,0.7,783.66
2049-01-06 05:00:00,-17.14,-0.7,0.76,786.35
2049-01-06 05:30:00,-17.0,-0.59,0.7,783.22
2049-01-06 06:00:00,-16.87,-0.46,0.78,786.88
2049-01-06 06:30:00,-16.74,-0.32,0.81,788.12
2049-01-06 07:00:00,-16.61,-0.16,0.75,785.0
2049-01-06 07:30:00,-16.48,0.01,0.75,784.79
2049-01-06 08:00:00,-16.36,0.18,0.72,783.14
2049-01-06 08:30:00,-16.25,0.36,0.67,780.54
2049-01-06 09:00:00,-16.16,0.52,0.72,782.81
2049-01-06 09:30:00,-16.07,0.66,0.68,780.73
2049-01-06 10:00:00,-16.01,0.79,0.7,781.6
2049-01-06 10:30:00,-15.95,0.89,0.77,784.9
2049-01-06 11:00:00,-15.92,0.96,0.8,786.3
2049-01-06 11:30:00,-15.9,1.0,0.79,785.78
2049-01-06 12:00:00,-15.9,1.0,0.79,785.78
2049-01-06 12:30:00,-15.91,0.96,0.73,782.89
2049-01-06 13:00:00,-15.95,0.89,0.77,784.9
2049-01-06 13:30:00,-16.0,0.79,0.71,782.07
2049-01-06 14:00:00,-16.07,0.67,0.81,787.03
2049-01-06 14:30:00,-16.15,0.52,0.68,780.86
2049-01-06 15:00:00,-16.24,0.36,0.72,782.94
2049-01-06 15:30:00,-16.35,0.18,0.71,782.64
2049-01-06 16:00:00,-16.47,0.01,0.76,785.26
2049-01-06 16:30:00,-16.59,-0.16,0.78,786.43
2049-01-06 17:00:00,-16.72,-0.32,0.74,784.7
2049-01-06 17:30:00,-16.85,-0.46,0.82,788.79
2049-01-06 18:00:00,-16.99,-0.59,0.72,784.17
2049-01-06 18:30:00,-17.12,-0.7,0.71,783.9
2049-01-06 19:00:00,-17.24,-0.79,0.79,787.97
2049-01-06 19:30:00,-17.36,-0.86,0.71,784.29
2049-01-06 20:00:00,-17.47,-0.92,0.82,789.8
2049-01-06 20:30:00,-17.58,-0.95,0.72,785.13
2049-01-06 21:00:00,-17.66,-0.98,0.7,784.29
2049-01-06 21:30:00,-17.74,-0.99,0.74,786.36
2049-01-06 22:00:00,-17.8,-1.0,0.71,785.01
2049-01-06 22:30:00,-17.84,-1.0,0.75,787.01
2049-01-06 23:00:00,-17.87,-1.0,0.8,789.48
2049-01-06 23:30:00,-17.88,-1.0,0.68,783.68
2049-01-07 00:00:00,-17.87,-1.0,0.66,782.7
2049-01-07 00:30:00,-17.86,-1.0,0.73,786.07
2049-01-07 01:00:00,-17.84,-1.0,0.82,790.41
2049-01-07 01:30:00,-17.79,-1.0,0.77,787.9
2049-01-07 02:00:00,-17.73,-0.99,0.74,786.35
2049-01-07 02:30:00,-17.66,-0.98,0.78,788.17
2049-01-07 03:00:00,-17.56,-0.95,0.79,788.49
2049-01-07 03:30:00,-17.46,-0.92,0.78,787.85
2049-01-07 04:00:00,-17.35,-0.86,0.78,787.67
2049-01-07 04:30:00,-17.23,-0.79,0.76,786.5
2049-01-07 05:00:00,-17.1,-0.7,0.73,784.83
2049-01-07 05:30:00,-16.97,-0.59,0.79,787.53
2049-01-07 06:00:00,-16.83,-0.46,0.72,783.91
2049-01-07 06:30:00,-16.7,-0.32,0.75,785.15
2049-01-07 07:00:00,-16.57,-0.16,0.75,784.94
2049-01-07 07:30:00,-16.44,0.01,0.72,783.27
2049-01-07 08:00:00,-16.32,0.18,0.73,783.56
2049-01-07 08:30:00,-16.21,0.36,0.72,782.9
2049-01-07 09:00:00,-16.12,0.52,0.75,784.2
2049-01-07 09:30:00,-16.03,0.67,0.75,784.06
2049-01-07 10:00:00,-15.96,0.79,0.72,782.49
2049-01-07 10:30:00,-15.91,0.89,0.74,783.38
2049-01-07 11:00:00,-15.87,0.96,0.68,780.4
2049-01-07 11:30:00,-15.86,1.0,0.81,786.69
2049-01-07 12:00:00,-15.86,1.0,0.79,785.72
2049-01-07 12:30:00,-15.87,0.96,0.79,785.73
2049-01-07 13:00:00,-15.91,0.89,0.77,784.83
2049-01-07 13:30:00,-15.96,0.79,0.77,784.91
2049-01-07 14:00:00,-16.02,0.67,0.76,784.52
2049-01-07 14:30:00,-16.11,0.52,0.68,780.79
2049-01-07 15:00:00,-16.2,0.36,0.75,784.33
2049-01-07 15:30:00,-16.31,0.19,0.77,785.48
2049-01-07 16:00:00,-16.42,0.01,0.72,783.24
2049-01-07 16:30:00,-16.55,-0.16,0.73,783.94
2049-01-07 17:00:00,-16.68,-0.32,0.71,783.18
2049-01-07 17:30:00,-16.81,-0.46,0.75,785.33
2049-01-07 18:00:00,-16.94,-0.59,0.85,790.39
2049-01-07 18:30:00,-17.07,-0.7,0.78,787.21
2049-01-07 19:00:00,-17.2,-0.79,0.74,785.48
2049-01-07 19:30:00,-17.32,-0.86,0.76,786.65
2049-01-07 20:00:00,-17.43,-0.92,0.82,789.74
2049-01-07 20:30:00,-17.53,-0.95,0.8,788.93
2049-01-07 21:00:00,-17.62,-0.98,0.72,785.2
2049-01-07 21:30:00,-17.7,-0.99,0.78,788.24
2049-01-07 22:00:00,-17.75,-1.0,0.76,787.35
2049-01-07 22:30:00,-17.8,-1.0,0.8,789.37
2049-01-07 23:00:00,-17.82,-1.0,0.78,788.43
2049-01-07 23:30:00,-17.83,-1.0,0.77,787.96
2049-01-08 00:00:00,-17.83,-1.0,0.82,790.39
2049-01-08 00:30:00,-17.82,-1.0,0.73,786.01
2049-01-08 01:00:00,-17.79,-1.0,0.76,787.41
2049-01-08 01:30:00,-17.75,-1.0,0.71,784.93
2049-01-08 02:00:00,-17.69,-0.99,0.76,787.25
2049-01-08 02:30:00,-17.61,-0.98,0.71,784.7
2049-01-08 03:00:00,-17.52,-0.95,0.68,783.1
2049-01-08 03:30:00,-17.42,-0.91,0.71,784.39
2049-01-08 04:00:00,-17.3,-0.86,0.71,784.19
2049-01-08 04:30:00,-17.18,-0.79,0.64,780.6
2049-01-08 05:00:00,-17.05,-0.7,0.71,783.78
2049-01-08 05:30:00,-16.92,-0.59,0.73,784.54
2049-01-08 06:00:00,-16.78,-0.46,0.72,783.83
2049-01-08 06:30:00,-16.65,-0.32,0.74,784.58
2049-01-08 07:00:00,-16.52,-0.16,0.79,786.8
2049-01-08 07:30:00,-16.39,0.01,0.73,783.67
2049-01-08 08:00:00,-16.27,0.19,0.73,783.48
2049-01-08 08:30:00,-16.17,0.36,0.77,785.25
2049-01-08 09:00:00,-16.07,0.52,0.77,785.09
2049-01-08 09:30:00,-15.99,0.67,0.76,784.48
2049-01-08 10:00:00,-15.92,0.79,0.8,786.3
2049-01-08 10:30:00,-15.86,0.89,0.75,783.78
2049-01-08 11:00:00,-15.83,0.96,0.7,781.31
2049-01-08 11:30:00,-15.81,1.0,0.71,781.76
2049-01-08 12:00:00,-15.81,1.0,0.78,785.15
2049-01-08 12:30:00,-15.82,0.96,0.8,786.14
2049-01-08 13:00:00,-15.86,0.89,0.8,786.2
2049-01-08 13:30:00,-15.91,0.79,0.66,779.5
2049-01-08 14:00:00,-15.98,0.67,0.73,783.01
2049-01-08 14:30:00,-16.06,0.52,0.7,781.68
2049-01-08 15:00:00,-16.15,0.36,0.79,786.19
2049-01-08 15:30:00,-16.26,0.19,0.77,785.4
2049-01-08 16:00:00,-16.37,0.01,0.72,783.16
2049-01-08 16:30:00,-16.5,-0.16,0.76,785.31
2049-01-08 17:00:00,-16.63,-0.32,0.81,787.95
2049-01-08 17:30:00,-16.76,-0.46,0.7,782.82
2049-01-08 18:00:00,-16.89,-0.59,0.79,787.4
2049-01-08 18:30:00,-17.02,-0.7,0.79,787.61
2049-01-08 19:00:00,-17.15,-0.79,0.84,790.25
2049-01-08 19:30:00,-17.27,-0.86,0.73,785.11
2049-01-08 20:00:00,-17.38,-0.91,0.76,786.75
2049-01-08 20:30:00,-17.48,-0.95,0.69,783.51
2049-01-08 21:00:00,-17.57,-0.98,0.71,784.63
2049-01-08 21:30:00,-17.64,-0.99,0.78,788.14
2049-01-08 22:00:00,-17.7,-1.0,0.81,789.69
2049-01-08 22:30:00,-17.75,-1.0,0.76,787.35
2049-01-08 23:00:00,-17.77,-1.0,0.75,786.9
2049-01-08 23:30:00,-17.78,-1.0,0.78,788.37
2049-01-09 00:00:00,-17.78,-1.0,0.72,785.46
2049-01-09 00:30:00,-17.77,-1.0,0.75,786.9
2049-01-09 01:00:00,-17.74,-1.0,0.82,790.24
2049-01-09 01:30:00,-17.69,-1.0,0.8,789.19
2049-01-09 02:00:00,-17.63,-0.99,0.7,784.24
2049-01-09 02:30:00,-17.56,-0.97,0.77,787.52
2049-01-09 03:00:00,-17.47,-0.95,0.76,786.89
2049-01-09 03:30:00,-17.36,-0.91,0.76,786.71
2049-01-09 04:00:00,-17.25,-0.86,0.67,782.17
2049-01-09 04:30:00,-17.13,-0.79,0.73,784.88
2049-01-09 05:00:00,-17.0,-0.7,0.7,783.22
2049-01-09 05:30:00,-16.86,-0.59,0.78,786.87
2049-01-09 06:00:00,-16.73,-0.46,0.77,786.17
2049-01-09 06:30:00,-16.6,-0.31,0.76,785.47
2049-01-09 07:00:00,-16.46,-0.16,0.72,783.3
2049-01-09 07:30:00,-16.34,0.01,0.74,784.08
2049-01-09 08:00:00,-16.22,0.19,0.74,783.88
2049-01-09 08:30:00,-16.11,0.36,0.8,786.61
2049-01-09 09:00:00,-16.01,0.52,0.79,785.96
2049-01-09 09:30:00,-15.93,0.67,0.76,784.38
2049-01-09 10:00:00,-15.86,0.79,0.71,781.84
2049-01-09 10:30:00,-15.81,0.89,0.75,783.7
2049-01-09 11:00:00,-15.77,0.96,0.7,781.21
2049-01-09 11:30:00,-15.75,1.0,0.7,781.18
2049-01-09 12:00:00,-15.75,1.0,0.66,779.24
2049-01-09 12:30:00,-15.77,0.96,0.77,784.6
2049-01-09 13:00:00,-15.8,0.89,0.75,783.68
2049-01-09 13:30:00,-15.85,0.79,0.77,784.73
2049-01-09 14:00:00,-15.92,0.67,0.78,785.33
2049-01-09 14:30:00,-16.0,0.52,0.81,786.92
2049-01-09 15:00:00,-16.1,0.36,0.73,783.2
2049-01-09 15:30:00,-16.2,0.19,0.75,784.33
2049-01-09 16:00:00,-16.32,0.01,0.72,783.08
2049-01-09 16:30:00,-16.44,-0.15,0.75,784.73
2049-01-09 17:00:00,-16.57,-0.31,0.72,783.48
2049-01-09 17:30:00,-16.7,-0.46,0.72,783.7
2049-01-09 18:00:00,-16.83,-0.59,0.72,783.91
2049-01-09 18:30:00,-16.96,-0.7,0.68,782.18
2049-01-09 19:00:00,-17.09,-0.79,0.72,784.33
2049-01-09 19:30:00,-17.21,-0.86,0.79,787.92
2049-01-09 20:00:00,-17.32,-0.91,0.79,788.1
2049-01-09 20:30:00,-17.42,-0.95,0.75,786.33
2049-01-09 21:00:00,-17.51,-0.97,0.72,785.02
2049-01-09 21:30:00,-17.59,-0.99,0.77,787.57
2049-01-09 22:00:00,-17.64,-1.0,0.69,783.78
2049-01-09 22:30:00,-17.69,-1.0,0.74,786.28
2049-01-09 23:00:00,-17.71,-1.0,0.79,788.74
2049-01-09 23:30:00,-17.72,-1.0,0.76,787.3
2049-01-10 00:00:00,-17.72,-1.0,0.77,787.79
2049-01-10 00:30:00,-17.71,-1.0,0.77,787.77
2049-01-10 01:00:00,-17.68,-1.0,0.71,784.81
2049-01-10 01:30:00,-17.64,-1.0,0.67,782.81
2049-01-10 02:00:00,-17.57,-0.99,0.75,786.57
2049-01-10 02:30:00,-17.5,-0.97,0.76,786.94
2049-01-10 03:00:00,-17.41,-0.95,0.77,787.28
2049-01-10 03:30:00,-17.3,-0.91,0.74,785.65
2049-01-10 04:00:00,-17.19,-0.86,0.8,788.37
2049-01-10 04:30:00,-17.07,-0.79,0.72,784.3
2049-01-10 05:00:00,-16.94,-0.7,0.78,787.0
2049-01-10 05:30:00,-16.8,-0.59,0.76,785.8
2049-01-10 06:00:00,-16.67,-0.46,0.76,785.59
2049-01-10 06:30:00,-16.54,-0.31,0.69,781.98
2049-01-10 07:00:00,-16.4,-0.15,0.84,789.02
2049-01-10 07:30:00,-16.28,0.01,0.73,783.49
2049-01-10 08:00:00,-16.16,0.19,0.81,787.18
2049-01-10 08:30:00,-16.05,0.36,0.71,782.15
2049-01-10 09:00:00,-15.95,0.52,0.73,782.96
2049-01-10 09:30:00,-15.87,0.67,0.76,784.28
2049-01-10 10:00:00,-15.8,0.79,0.72,782.23
2049-01-10 10:30:00,-15.75,0.89,0.76,784.08
2049-01-10 11:00:00,-15.71,0.96,0.77,784.5
